Product ID,Product Name,Brand,Price (SAR),Currency,Source Site,Source Category,Product URL,Image URL,Gender Target,Age Group,Interest Category,Occasion,Recipient Type,Price Tier,Luxury Level,Recommendation Tags,Data Quality,Source File,Category,Sub Category,Gift Type,Description
GIFT-04032,باسج معطر جو بخاخ VI - 400مل,Passage,49.0,SAR,Nice One,Home Fragrance,https://niceonesa.com/ar/passage-air-freshener-spray-vi-400ml-n30056,https://d1aq4ubbxe020v.cloudfront.net/image/product/30056/1776288_1740904262_444079135b63976cfd6c28e49b556742-500x500.png?format=png,Unisex,Teen–Adult,Perfume & Fragrance,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,Under 100 SAR,Budget,Perfume & Fragrance | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | Under 100 SAR,Complete,NiceOne_HomeFragrance_Dataset.csv,Perfume & Fragrance,Perfume & Fragrance,Beauty / Self-Care Gift,"باسج معطر جو بخاخ VI - 400مل by Passage is a beauty / self-care gift in the perfume & fragrance subcategory, suited to anyone for general, available from Nice One."
GIFT-16592,Disney Epic Mickey: Rebrushed,,205.0,SAR,Jarir,Gaming,https://www.jarir.com/sa-en/non-branded-disney-epic-mickey-game-titles-644273.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/6/5/7/5657ec5c7676e8da65ab715ac5fd996987d38080_644273.jpg",Unisex,Teen–Adult,Gaming,Birthday | General / Any Occasion,Anyone,SAR 100-299,Affordable,Gaming | Unisex | Teen–Adult | Birthday | General / Any Occasion | Anyone | SAR 100-299,Missing: Brand,jarir-gaming.csv,Gaming,Gaming,Toy / Entertainment,"Disney Epic Mickey: Rebrushed is a toy / entertainment in the gaming subcategory, suited to anyone, available from Jarir."
GIFT-35743,Cloudsurfer Next Sneakers in Mesh,On,870.0,SAR,Ounass,Shoes,https://en-saudi.ounass.com/shop-on-cloudsurfer-next-sneakers-in-mesh-for-women-217683912_4456.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217683912_blk_in.jpg?ts=1732633401.3121",Female,Teen–Adult,Fashion & Accessories,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 700-1,499",Premium,"Fashion & Accessories | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 700-1,499",Complete,ounas-shoes.csv,Fashion & Accessories,Perfume & Fragrance,Single Product,"Cloudsurfer Next Sneakers in Mesh by On is a single product in the perfume & fragrance subcategory, suited to her, available from Ounass."
GIFT-42036,Matrix 3-link watch,"Swiss Made, Metal bracelet, Silver tone, Stainless steel",,SAR,Swarovski,Gift For Couples,https://www.swarovski.sa/fw19/watch%2C-swiss-made%2C-metal-bracelet/M5715026.html?dwvar_M5715026_color=Silver,https://www.swarovski.sa/dw/image/v2/BDCL_PRD/on/demandware.static/-/Sites-swarovski-master-catalog/default/dwd8f5dcbd/images/5706182_ms1.jpg?sw=340&sh=340&sm=fit,Unisex,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,Unknown,Unknown,Jewelry & Watches | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | Unknown,Missing: Price,swarovski-gift-for-couples.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Matrix 3-link watch by Swiss Made, Metal bracelet, Silver tone, Stainless steel is a fashion accessory in the jewellery subcategory, suited to anyone, available from Swarovski."
GIFT-26907,Floral Placemat in Lacquered Cork,Lisa Corti,350.0,SAR,Ounass,Gift For Her,https://en-saudi.ounass.com/shop-lisa-corti-floral-placemat-in-lacquered-cork-for-home-219687165_23.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219687165_pink_in.jpg?ts=1782816161.7405",Female,All Ages,Home & Décor,Birthday | Thank You | General / Any Occasion,Her,SAR 300-699,Premium,Home & Décor | Female | All Ages | Birthday | Thank You | General / Any Occasion | Her | SAR 300-699,Complete,ounas-gift-for-her.csv,Home & Décor,Flowers,Single Product,"Floral Placemat in Lacquered Cork by Lisa Corti is a single product in the flowers subcategory, suited to her, available from Ounass."
GIFT-01584,Knotted Bow Tie in Micro-Textured Pure Silk,Emporio Armani,575.0,SAR,Bloomingdales,For Him Gift,https://en.bloomingdales.sa/emporio-armani-knotted-bow-tie-in-micro-textured-pure-silk-ACC215196053xNavy.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dw11b8a544/sfcc-new-blm-production/2/1/5/1/9/215196066_IN.jpg,Male,All Ages,General Gifts,General / Any Occasion,Him,SAR 300-699,Premium,General Gifts | Male | All Ages | General / Any Occasion | Him | SAR 300-699,Complete,blooming-for-him-gift.csv,General Gifts,Accessories,Single Product,"Knotted Bow Tie in Micro-Textured Pure Silk by Emporio Armani is a single product in the accessories subcategory, suited to him, available from Bloomingdales."
GIFT-53856,Boxing 2-in-1 sports bra: support and protection,Decathlon,140.0,SAR,Decathlon,Boxing,https://decathlon.com.sa/collections/boxing-and-combat/products/boxing-2-in-1-sports-bra-support-and-protection,https://decathlon.com.sa/cdn/shop/files/pic_6ce9e69b-d105-4c50-872d-f316b29fedc0.jpg?v=1785291057&width=1100,Unisex,Teen–Adult,Sports & Fitness,Birthday | General / Any Occasion,Teen / Adult,SAR 100-299,Affordable,Sports & Fitness | Unisex | Teen–Adult | Birthday | General / Any Occasion | Teen / Adult | SAR 100-299,Complete,decathlon-boxing.csv,Sports & Fitness,Boxing,Sports & Fitness Gift,"Boxing 2-in-1 sports bra: support and protection, a boxing product from Decathlon."
GIFT-28810,Cascade Colombian Emerald Earrings in 18kt Gold,Fergus James,9990.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-fergus-james-cascade-colombian-emerald-earrings-in-18kt-gold-for-women-215873697_20.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/215854618_green_in.jpg?ts=1677422087.8952",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Cascade Colombian Emerald Earrings in 18kt Gold by Fergus James is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-00225,Pavage Ring,Yacht Club,340.0,SAR,apm,Jelewry,https://ar.apm.mc/products/dainty-gold-ring-y22934ox,https://ar.apm.mc/cdn/shop/files/Y22934OX-be494b3e_03505b1d-23ac-4c56-a7c4-cefe6f25c21a.jpg?v=1782296880&width=1200,Unisex,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,SAR 300-699,Premium,Jewelry & Watches | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | SAR 300-699,Complete,apm-jelewry.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Pavage Ring by Yacht Club is a fashion accessory in the jewellery subcategory, suited to anyone, available from apm."
GIFT-20848,Intex Inflatable Airbed 203.00 Cm×152 Cm×25 Cm,Intex,90.99,SAR,Jarir,Toys And Kids,https://www.jarir.com/sa-en/intex-queendura-beam-series-single-high-airbed-airbeds-inflatables-jpp-6941057408378.html,https://ak-asset.jarir.com/akeneo-prod/catalog/2/5/1/5/25157a10aa5cedd8ea87cd411a18a036de6c1b75_OnlineExclusive_EN.png,Unisex,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,Under SAR 100,Budget,Toys & Games | Unisex | Child–Teen | Birthday | General / Any Occasion | Child | Under SAR 100,Complete,jarir-toys-and-kids.csv,Toys & Games,Toys,Toy / Entertainment,"Intex Inflatable Airbed 203.00 Cm×152 Cm×25 Cm by Intex is a toy / entertainment in the toys subcategory, suited to child, available from Jarir."
GIFT-22465,Credit Card Case in Intrecciato Leather,Bottega Veneta,1750.0,SAR,Ounass,Accessories,https://en-saudi.ounass.com/shop-bottega-veneta-credit-card-case-in-intrecciato-leather-for-women-217814502_16.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217973492_burgundy_in.jpg?ts=1733843116.1541",Female,Teen–Adult,Fashion & Accessories,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Fashion & Accessories | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-accessories.csv,Fashion & Accessories,Accessories,Single Product,"Credit Card Case in Intrecciato Leather by Bottega Veneta is a single product in the accessories subcategory, suited to her, available from Ounass."
GIFT-02099,"Shiny Long Letter Faa Pendant, Sterling Silver & Enamel",Bil Arabi,1900.0,SAR,Bloomingdales,For Him Gift,https://en.bloomingdales.sa/bil-arabi-shiny-long-letter-faa-pendant-sterling-silver-enamel-JEW218225738xSilver.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dw5534390a/sfcc-new-blm-production/2/1/8/2/2/218225747_IN.jpg,Male,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Him,"SAR 1,500+",Luxury,"Jewelry & Watches | Male | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Him | SAR 1,500+",Complete,blooming-for-him-gift.csv,Jewelry & Watches,Jewellery,Single Product,"Shiny Long Letter Faa Pendant, Sterling Silver & Enamel by Bil Arabi is a single product in the jewellery subcategory, suited to him, available from Bloomingdales."
GIFT-11439,Ace Bookcase,,1119.0,SAR,Homecenter,Living Room,https://www.homecentre.com/sa/en/buy-ace-bookcase/p/161007784,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,Child–Teen,Books & Learning,Birthday | General / Any Occasion,Anyone,"SAR 700-1,499",Luxury,"Books & Learning | Unisex | Child–Teen | Birthday | General / Any Occasion | Anyone | SAR 700-1,499",Missing: Brand,homecentre-living-room.csv,Books & Learning,Educational Toys,Single Product,"Ace Bookcase is a single product in the educational toys subcategory, suited to anyone, available from Homecenter."
GIFT-28194,Al Hobb Charm Bracelet in 18kt Gold,Bil Arabi,5050.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-bil-arabi-al-hobb-charm-bracelet-in-18kt-gold-for-women-217379178_205.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217379178_y-gold_in.jpg?ts=1718978417.0086",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Al Hobb Charm Bracelet in 18kt Gold by Bil Arabi is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-29308,Dualité Signature Earrings in 18kt Yellow Gold,SARTORO,12000.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-sartoro-dualite-signature-earrings-in-18kt-yellow-gold-for-women-218507371_205.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/218507371_y-gold_in.jpg?ts=1748946992.5147",Female,Teen–Adult,Arts & Crafts,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Arts & Crafts | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Arts & Crafts,Jewellery,Fashion Accessory,"Dualité Signature Earrings in 18kt Yellow Gold by SARTORO is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-51342,HITMAN WOA - The Banker Pack,Steam,11.95,SAR,Steam,PC Games,https://store.steampowered.com/app/3711140/HITMAN_WOA__The_Banker_Pack,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3711140/c8a97197cc357b81e2507459ff6d2c580e454667/capsule_231x87.jpg?t=1782983720,Unisex,Teen–Adult,Gaming & Tech,Birthday | Graduation | General / Any Occasion,Teen / Adult,Under SAR 100,Budget,Gaming & Tech | Unisex | Teen–Adult | Birthday | Graduation | General / Any Occasion | Teen / Adult | Under SAR 100,Complete,steam-games.csv,Gaming & Tech,PC Games,Digital Game,"HITMAN WOA - The Banker Pack, a PC game on Steam, released 7 Jun, 2025."
GIFT-56024,حذاء سليب-اون كلاسيك للرجال والنساء,فانس,339.0,SAR,Sun & Sand Sports,Men's Sports,https://ar-sa.sssports.com/vans-classic-slip-on-unisex-shoes/VAEYEBLK.html,https://ar-sa.sssports.com/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe3827661/sss/SSS2/V/A/E/Y/E/SSS2_VAEYEBLK_700053333901_1.jpg?sw=400&sh=400&sm=fit,Male,Teen–Adult,Sports & Fitness,Birthday | General / Any Occasion,Teen / Adult,SAR 300-699,Premium,Sports & Fitness | Male | Teen–Adult | Birthday | General / Any Occasion | Teen / Adult | SAR 300-699,Complete,ar-sa_man.csv,Sports & Fitness,Men's Sports,Sportswear,"حذاء سليب-اون كلاسيك للرجال والنساء by فانس, a men's sports product from Sun & Sand Sports."
GIFT-09481,More Creative Super King Bed - 200x200 cm,,3339.0,SAR,Homecenter,Bedroom,https://www.homecentre.com/sa/en/buy-more-creative-super-king-bed--200x200-cm/p/168987546,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,All Ages,Arts & Crafts,Birthday | General / Any Occasion,Anyone,"SAR 1,500+",Luxury,"Arts & Crafts | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | SAR 1,500+",Missing: Brand,homecentre-bedroom.csv,Arts & Crafts,Arts & Crafts,Single Product,"More Creative Super King Bed - 200x200 cm is a single product in the arts & crafts subcategory, suited to anyone, available from Homecenter."
GIFT-25627,Mini Tote Du Jour Bag in Suede,Manu Atelier,2100.0,SAR,Ounass,Bags,https://en-saudi.ounass.com/shop-manu-atelier-mini-tote-du-jour-bag-in-suede-for-women-219066905_16.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219066905_burgundy_in.jpg?ts=1765393397.8161",Female,Teen–Adult,Fashion & Accessories,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Fashion & Accessories | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-bags.csv,Fashion & Accessories,Bags & Wallets,Fashion Accessory,"Mini Tote Du Jour Bag in Suede by Manu Atelier is a fashion accessory in the bags & wallets subcategory, suited to her, available from Ounass."
GIFT-00698,Kids Organic Cotton Bringing Home Gift Set,The White Company,475.0,SAR,Bloomingdales,Baby Gifts,https://en.bloomingdales.sa/the-white-company-kids-organic-cotton-bringing-home-gift-set-CLO219213876xWhite.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dwaef40980/sfcc-new-blm-production/2/1/9/2/1/219214168_IN.jpg,Unisex,Child–Teen,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Baby / New Parents,SAR 300-699,Premium,Jewelry & Watches | Unisex | Child–Teen | Birthday | Anniversary | Graduation | General / Any Occasion | Baby / New Parents | SAR 300-699,Complete,blooming-baby-gifts.csv,Jewelry & Watches,Jewellery,Gift Set / Bundle,"Kids Organic Cotton Bringing Home Gift Set by The White Company is a gift set / bundle in the jewellery subcategory, suited to baby / new parents, available from Bloomingdales."
GIFT-24552,Kisslock 27 Frame Bag in Glovetanned Leather,Coach,3750.0,SAR,Ounass,Bags,https://en-saudi.ounass.com/shop-coach-kisslock-27-frame-bag-in-glovetanned-leather-for-women-219285966_25.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219285966_red_in.jpg?ts=1784896913.869",Female,Teen–Adult,Fashion & Accessories,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Fashion & Accessories | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-bags.csv,Fashion & Accessories,Bags & Wallets,Home Gift,"Kisslock 27 Frame Bag in Glovetanned Leather by Coach is a home gift in the bags & wallets subcategory, suited to her, available from Ounass."
GIFT-26566,The Medium Tote Bag in Canvas,Marc Jacobs,2500.0,SAR,Ounass,Bags,https://en-saudi.ounass.com/shop-marc-jacobs-the-medium-tote-bag-in-canvas-for-women-219410255_15.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219410255_brwn_in.jpg?ts=1779217290.1354",Female,Teen–Adult,Arts & Crafts,General / Any Occasion,Her,"SAR 1,500+",Luxury,"Arts & Crafts | Female | Teen–Adult | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-bags.csv,Arts & Crafts,Bags & Wallets,Fashion Accessory,"The Medium Tote Bag in Canvas by Marc Jacobs is a fashion accessory in the bags & wallets subcategory, suited to her, available from Ounass."
GIFT-20255,Bestway Above-Ground Pool 180 Cm×180 Cm×66 Cm,,3755.0,SAR,Jarir,Toys And Kids,https://www.jarir.com/sa-en/bestway-26-60025-swimmingpools-jpp-6942138978841.html,https://ak-asset.jarir.com/akeneo-prod/catalog/2/5/1/5/25157a10aa5cedd8ea87cd411a18a036de6c1b75_OnlineExclusive_EN.png,Unisex,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,"SAR 1,500+",Luxury,"Toys & Games | Unisex | Child–Teen | Birthday | General / Any Occasion | Child | SAR 1,500+",Missing: Brand,jarir-toys-and-kids.csv,Toys & Games,Toys,Toy / Entertainment,"Bestway Above-Ground Pool 180 Cm×180 Cm×66 Cm is a toy / entertainment in the toys subcategory, suited to child, available from Jarir."
GIFT-30459,Mushabbak Diamond & Ruby Hoop Earrings in 18kt Gold,Al Zain,13000.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-al-zain-mushabbak-diamond-ruby-hoop-earrings-in-18kt-gold-for-women-219691886_27.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219691886_yellow_in.jpg?ts=1780821579.0148",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Mushabbak Diamond & Ruby Hoop Earrings in 18kt Gold by Al Zain is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-13981,Plaid FolkArt Acrylic Paint,Plaid,23.0,SAR,Jarir,Arts And Crafts,https://www.jarir.com/sa-en/plaid-folkart-paints-116106.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/1/116106.jpg",Unisex,All Ages,Arts & Crafts,Birthday | General / Any Occasion,Anyone,Under SAR 100,Budget,Arts & Crafts | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | Under SAR 100,Complete,jarir-arts-and-crafts.csv,Arts & Crafts,Arts & Crafts,Single Product,"Plaid FolkArt Acrylic Paint by Plaid is a single product in the arts & crafts subcategory, suited to anyone, available from Jarir."
GIFT-10942,Myrtos 4-Seater Wooden Top Dining Set,,1569.0,SAR,Homecenter,Dinning,https://www.homecentre.com/sa/en/buy-myrtos-4seater-wooden-top-dining-set/p/168123868,,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,"SAR 1,500+",Luxury,"Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 1,500+","Missing: Brand, Image",homecentre-dinning.csv,Home & Décor,Dinning,Single Product,"Myrtos 4-Seater Wooden Top Dining Set is a single product in the dinning subcategory, suited to family / home, available from Homecenter."
GIFT-54949,تيشيرت كلاسيك للرجال,سن اند ساند سبورتس,59.0,SAR,Sun & Sand Sports,Men's Sports,https://ar-sa.sssports.com/sun-and-sand-sports-mens-classic-t-shirt/PCRMCT01M.html,https://ar-sa.sssports.com/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1de3922b/sss/SSS2/P/C/R/M/C/SSS2_PCRMCT01M_2050005215884_1.jpg?sw=400&sh=400&sm=fit,Male,Teen–Adult,Sports & Fitness,Birthday | General / Any Occasion,Teen / Adult,Under SAR 100,Budget,Sports & Fitness | Male | Teen–Adult | Birthday | General / Any Occasion | Teen / Adult | Under SAR 100,Complete,ar-sa_man.csv,Sports & Fitness,Men's Sports,Sports & Fitness Gift,"تيشيرت كلاسيك للرجال by سن اند ساند سبورتس, a men's sports product from Sun & Sand Sports."
GIFT-28721,Butterflies Diamond Bracelet in 18kt Gold,Lana Al Kamal,4700.0,SAR,Ounass,Jewellery,https://en-saudi.ounass.com/shop-lana-al-kamal-butterflies-diamond-bracelet-in-18kt-gold-for-women-219147792_205.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219147792_y-gold_in.jpg?ts=1765797485.0116",Female,Teen–Adult,Jewelry & Watches,Birthday | Anniversary | Graduation | General / Any Occasion,Her,"SAR 1,500+",Luxury,"Jewelry & Watches | Female | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Her | SAR 1,500+",Complete,ounas-jewellery.csv,Jewelry & Watches,Jewellery,Fashion Accessory,"Butterflies Diamond Bracelet in 18kt Gold by Lana Al Kamal is a fashion accessory in the jewellery subcategory, suited to her, available from Ounass."
GIFT-33165,"13C Light Medium Everlast Foundation SPF 20, 28ml",Dolce & Gabbana Beauty,304.0,SAR,Ounass,Makeup,https://en-saudi.ounass.com/shop-dolce-gabbana-beauty-13c-light-medium-everlast-foundation-spf-20-28ml-217830654_23211.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/217830706_nocolor_in.jpg?ts=1730974401.0036",Unisex,Teen–Adult,Beauty & Self-Care,General / Any Occasion,Anyone,SAR 300-699,Premium,Beauty & Self-Care | Unisex | Teen–Adult | General / Any Occasion | Anyone | SAR 300-699,Complete,ounas-makeup.csv,Beauty & Self-Care,Makeup,Beauty / Self-Care Gift,"13C Light Medium Everlast Foundation SPF 20, 28ml by Dolce & Gabbana Beauty is a beauty / self-care gift in the makeup subcategory, suited to anyone, available from Ounass."
GIFT-44607,سبارتان - دراجة جبلية كاليبر لجميع التضاريس - 24 بوصة,,1345.01,SAR,Baby Story,Baby Story - Girls,https://baby-story.com/ar/AzQjnmE,https://cdn.salla.sa/qnAdW/c7afde89-f035-42d9-a19a-8bf51cff3bf9-500x500-MskbO5DWFApmyS8l9GTp5Bw5H4P292RCNtrrzhlr.png,Female,Child–Teen,Toys & Games,Birthday | General / Any Occasion,Child,"SAR 700-1,499",Premium,"Toys & Games | Female | Child–Teen | Birthday | General / Any Occasion | Child | SAR 700-1,499",Complete,baby-story-girls.csv,Toys & Games,Toys,Toy / Entertainment,سبارتان - دراجة جبلية كاليبر لجميع التضاريس - 24 بوصة from Baby Story.
GIFT-12511,Woody Torino Side Table,,329.0,SAR,Homecenter,Living Room,https://www.homecentre.com/sa/en/buy-woody-torino-side-table/p/167948705,https://cdn.media.amplience.net/i/lmg/website_images_static-pages_brand_exp_brand2images_loadingimages_homecentre_sa_en_loading_150@2x?fmt=auto,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,SAR 300-699,Premium,Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 300-699,Missing: Brand,homecentre-living-room.csv,Home & Décor,Living Room,Single Product,"Woody Torino Side Table is a single product in the living room subcategory, suited to family / home, available from Homecenter."
GIFT-10414,Felton 8-Seater Wooden Top Dining Table,,2469.0,SAR,Homecenter,Dinning,https://www.homecentre.com/sa/en/buy-felton-8seater-wooden-top-dining-table/p/168410165,,Unisex,Adult only,Home & Décor,General / Any Occasion,Family / Home,"SAR 1,500+",Luxury,"Home & Décor | Unisex | Adult only | General / Any Occasion | Family / Home | SAR 1,500+","Missing: Brand, Image",homecentre-dinning.csv,Home & Décor,Dinning,Single Product,"Felton 8-Seater Wooden Top Dining Table is a single product in the dinning subcategory, suited to family / home, available from Homecenter."
GIFT-28011,"The Ritual of Sakura Hair & Body Mist, 50ml",Rituals,120.0,SAR,Ounass,Haircare,https://en-saudi.ounass.com/shop-rituals-the-ritual-of-sakura-hair-body-mist-50ml-for-women-219727362_242.html,"https://ounass-sa.atgcdn.ae/small_light(dw=350,of=webp)/pub/media/catalog/product/2/1/219727362_nocolor_in.jpg?ts=1780979659.6802",Female,Teen–Adult,Beauty & Self-Care,General / Any Occasion,Her,SAR 100-299,Affordable,Beauty & Self-Care | Female | Teen–Adult | General / Any Occasion | Her | SAR 100-299,Complete,ounas-haircare.csv,Beauty & Self-Care,Haircare,Single Product,"The Ritual of Sakura Hair & Body Mist, 50ml by Rituals is a single product in the haircare subcategory, suited to her, available from Ounass."
GIFT-15040,Faber-Castell PITT Graphite Pencil Set,Faber-Castell,60.0,SAR,Jarir,Arts And Crafts | Office,https://www.jarir.com/sa-en/faber-castell-wooden-pencils-467782.html,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=380,height=380,quality=100,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/467782.jpg",Unisex,All Ages,Arts & Crafts,Birthday | General / Any Occasion,Anyone,Under SAR 100,Budget,Arts & Crafts | Unisex | All Ages | Birthday | General / Any Occasion | Anyone | Under SAR 100,Complete,jarir-arts-and-crafts.csv,Arts & Crafts,Arts & Crafts,Single Product,"Faber-Castell PITT Graphite Pencil Set by Faber-Castell is a single product in the arts & crafts subcategory, suited to anyone, available from Jarir."
GIFT-02580,Jarris Zig-Zag Dessert Plate,Missoni,425.0,SAR,Bloomingdales,Home Gifts,https://en.bloomingdales.sa/missoni-home-jarris-zig-zag-dessert-plate-HOM217150538xMultiColour.html,https://en.bloomingdales.sa/on/demandware.static/-/Sites-bloomingdales-master-catalog/default/dw072a7d05/sfcc-new-blm-production/2/1/7/1/5/217150573_IN.jpg,Unisex,All Ages,Home & Décor,Birthday | Thank You | General / Any Occasion,Family / Home,SAR 300-699,Premium,Home & Décor | Unisex | All Ages | Birthday | Thank You | General / Any Occasion | Family / Home | SAR 300-699,Complete,blooming-home-gifts.csv,Home & Décor,Cakes & Desserts,Edible Gift,"Jarris Zig-Zag Dessert Plate by Missoni is a edible gift in the cakes & desserts subcategory, suited to family / home, available from Bloomingdales."
GIFT-03941,معطر اعواد ياسمين من اريون - 150 مل,Areon,37.0,SAR,Nice One,Home Fragrance,https://niceonesa.com/ar/areon-jasmine-reed-diffuser-150-ml-n18905,https://d1aq4ubbxe020v.cloudfront.net/image/catalog/product/42472574_AreonJasmineReedDiffuser-150ml-500x500.png?format=png,Unisex,Teen–Adult,Perfume & Fragrance,Birthday | Anniversary | Graduation | General / Any Occasion,Anyone,Under 100 SAR,Budget,Perfume & Fragrance | Unisex | Teen–Adult | Birthday | Anniversary | Graduation | General / Any Occasion | Anyone | Under 100 SAR,Complete,NiceOne_HomeFragrance_Dataset.csv,Perfume & Fragrance,Perfume & Fragrance,Beauty / Self-Care Gift,"معطر اعواد ياسمين من اريون - 150 مل by Areon is a beauty / self-care gift in the perfume & fragrance subcategory, suited to anyone for general, available from Nice One."
